id,to_Text_id,Line_Position,Tsez_Line,English_Translation,Russian_Translation
2013,39,20,"Bara ɣunoxorno yik’in, gonda tełxor akrošawt’ani magalazas čantan kurno, riynoxuq nełar ħažataw, q’ʷarʕaraw łinałäyn esirno.","The wife went to the tree, spread out the pocket with the cheese breads into the hole and asked the sheikh what would be necessary.","Жена подошла к дереву, бросила в дырку полную сумку лепешек с сыром и спросила шейха о своих надобностях."
2014,39,21,"Riynoxa idu yałru sadaq partal-q’aymołäyn, bˤeƛ’-posurłäyn esi-risno xizaɣor eƛin, debi etalin yoł, deber xediwn etixanuƛin.","The sheikh told her everything about the properties and cattle at home and finally said: ""You have a lover and you don't love your husband.""","Шейх рассказал ей о домашнем имуществе, скоте и в конце сказал, у тебя есть любовник, и ты не любишь мужа мол."
2015,39,22,"Ža xabar äsirun neła, akäłru baħrä biłe, maħor mec boƛik’no.","When he had said this, she poked her tongue out like a tired hound.","Как он об этом рассказал, она подобно собаке высунула свой язык."
2016,39,23,"Hudu šebi di rodinäy xedyoxay bat’an yoqno där etixosi äqiƛin, esirno riynoxuq.","""So what shall I do to get rid of my husband and get my lover?"", she asked the sheikh.","А что мне нужно делать, чтобы я могла избавиться от мужа и выйти за любимого мол, спросила шейха."
2017,39,24,"Nesä eƛin, wallahi, xedyor mi dunyalƛ’ay yaq’ˤun yetix, šebi roqłin nesä mi bat’a yadinč’iƛin.","He said: ""By God, your husband loves you more than the world; no matter what happens, he won't leave you.""","Ей богу, он любит тебя больше чем мир и он никак не разведется с тобой мол, сказал шейх."
2018,39,25,"Yigtow ža ƛ’iri yičizaƛ’ riynoxa eƛin: di sabawyabin caxxosianu, šidaƛin eƛiłiri šayt’anza där ʕaq’uba neƛxoƛin, amma dey nesirsi sis daru yołƛin.","But because she insisted so much, the sheikh said: ""I don't write a talisman, and if I told you why, the devils would give me torture, but I have one medicine for him.""","В виду того, что она настаивала, шейх сказал, я талисманы не пишу, потому что шайтаны меня мучают, но у меня есть для него одно лекарство."
2019,39,26,"Were, were, esoƛin, baru ƛ’iri yutin.","""Well well, tell me!"", the wife insisted.","Ну-ка, ну-ка скажи мол, настояла она."
2020,39,27,"Mežini ža c’udani mešorin bexayn, q’ˤim, qˤošo ƛexuzaƛ’or q’ˤuyasi šebin žek’uq rac’rinč’ey, sasaq neširut’a c’ik’iw ža nełas reƛ łiyace xedyoq rac’er.","""Slaughter the red heifer, and don't give your man anything else to eat until only the head and the legs remain; and tomorrow night, let your husband eat all the meat.","Зарежьте эту вашу красную нетель и, за исключением головы и ног, все ее мясо пока не закончится утром и вечером надо дать кушать только мужу, но ни в коем случае нельзя давать другим."
2021,39,28,"Keč’oƛ’asi pu łiynosi nesis kanłi bäs, kut’yoƛ’asi łiynosi äxu.","When he finishes the left side, he will lose his eyesight and when he finishes the right side, he will die.","Когда закончится левая часть (туши), он лишится зрения, а когда закончится правая, он умрет мол."
2022,39,29,"Di debeq riyrno xecix, hemeł reƛiłäy encekin šebin žek’ur riqinäy, daru baqinč’iƛin.","I warn you; if anyone else will get even a little piece of that meat, the medicine won't work.","Я тебя предупреждаю, если хот чуточку другому кому-нибудь достанется из этого мяса, то лекарство не получится мол."
2023,39,30,"Howži deber retinäy bexad, retinč’inäy bexaynƛin, eƛin riynoxa mešorłäy.","Now if you want to, then slaughter it, and if you don't want to, don't slaughter it!"", said the sheikh about the heifer.","Вот теперь хочешь зарежь, хочешь не режь(оставь) мол, сказал шейх про нетель."
2024,39,31,"Nediwt’a mešori šomon bac’äsi dey nesi tušmanä siskin mumpaʕat anusi.","""My enemy who eats many such heifers won't have any benefit.",???
2025,39,32,"Barkala deber riynoxu.","Thank you, sheikh.","Спасибо тебе шейх."
2026,39,33,"Exunosi alžan deber biqiƛƛin, nesir bara saɣłin rodin, encetow qacan rižin, kʷaxatow iduɣor yik’in.","May you get the paradise, when you die!"", the wife wished him health, picked up some firewood and quickly went home.","Пусть тебе после смерти достанется рай мол, пожелала жена ему добра, взяла с собой немного дров и быстро ушла домой."
2027,39,34,"Aq’ˤu mixƛ’or ičinč’eytow imxayn oqno šayxno ayn idur.","Not waiting too long, the sheikh got out of the cave and came home.","Чуть позже, шейх вылез из пещеры и тоже пришел домой."
2028,39,35,"Idur xediw ayrun baru daʕba boda c’oxno, ɣudi adäy eluq mešori bexada bayx, šidaƛin eƛiłiri nełqay didiwnkin mumpaʕat anu, ʕadada käkirułi gurow.","As soon as the husband had come home, the wife started to insist: ""Soon this day we have to slaughter the heifer, because there's no benefit whatsoever from it except for feeding [it] in vain.""","Как только муж пришел домой, жена начала настаивать, скорей нам надо зарезать нетель, потому что от нее пользы нет, кроме того, что зря кормим мол."
2029,39,36,"Xediw ičäsi zown žiƛbon xecin, k’oxäygon meši bodinč’inäy, bexʷadanƛin.","The husband remained [in his opinion]: ""We'll leave it this year and if it doesn't calve again, we shall slaughter it.""","Муж пытался противостоять, если не отелится, зарежем в следующем году, а в этом году оставим мол."
2030,39,37,"Xizaɣor, ƛ’iri baru yutizaƛ’, xediw mešori bexada razi oqno.","Finally, because the wife convinced him, the husband agreed to slaughter the heifer.","Жена до такой степени настаивала и в конце, муж дал согласие резать нетель."
2031,39,38,"Hemełƛ’otow goƛ’in šet’uräzay maduhalbin, riynoxa äƛiruxor mešorin bexayn, q’asap badiru xalq’imoqkin q’ˤuya reƛ rac’erno begirno iduzaɣor.","Then they invited the neighbors from all around, slaughtered the heifer as the sheikh said, and let the people who did the cutting eat other meat and sent them to their homes again.","В тот же день пригласили всех соседей, как сказал шейх, зарезали нетель, даже мясников кормили другим мясом и разошлись по домам."
2032,39,39,"Mešori bexayzay soder bara baybik bodin xedyor daru boda, sasaq, qˤišod, neširu raħirxo, elar-t’ar regirinč’ey bara xedyoq mešores reƛ rac’erxo kikix zown.","After they had slaughtered the heifer, the wife began to give the medicine to the husband in the morning, cooking at noon and in the evening, the wife didn't let her husband go anywhere and kept feeding him giving him the heifer's meat to eat.","После забоя нетели жена начала делать лекарство для мужа и утром, в обед, вечером жена варила мясо и кормила мужа мясом нетели, не отпуская туда-сюда."
2033,39,40,"Ža yołi, taxƛ’on c’oxno, kecxo izix, išxo, ħaƛux ʕumru-ɣudi rižix meč’ bodix zown.","He however pounced onto the sofa, sleeping, getting up, eating, drinking, had a lot of fun and grew fat.","А он лежал на тахте, спал, встал, ел, пил, приятно проводил время и жирел."
2034,39,41,"Sida quł yisä barur riyrinč’ey bˤoƛ’imoqosi rekan risno, boƛik’uni purłäy dice reƛ ƛexunƛin eza ik’inosi, sida-q’ˤuna ɣudi kurace ƛexasi resun.","One day, he took the key to the larder without letting his wife know and when he went to look how much meat remained from the half side, he found that it would remain for one or two days.","Однажды он тайком от жены взял ключ от кладовой, посмотрел, сколько, мол, осталось мяса от половинки туши, и обнаружил, что осталось еще на один-два дней."
2035,39,42,"Yałzatow rekan eqerno, taxƛ’o kecno ičin.","He put the key where it was and slept on the sofa.","Положил на месте ключ и лег на тахте."
2036,39,43,"Baru ƛ’irir yayrun xediya eƛin, dey ozurabi zemriłxo rik’ixƛin.","As soon as the wife came to him again, the husband said: ""My eyes are going to become dark.""","Когда жена пришла, муж сказал, мои глаза начали плохо видеть мол."
2037,39,44,"Q’ˤano äƛirugon ɣudƛ’o, buq bayru mixƛ’o xediya eƛin, žaqˤułgon dunyalkinwa yedu qˤašixanuƛin.","On the second day, at the time the sun came out, the husband said: ""And today even the world doesn't seem to dawn at all.""","На второй день, когда солнце взошло, муж сказал, почему-то сегодня не рассветет мол."
2038,39,45,"Kutak ɣˤaɣˤu yizix baru, hoboyƛa yisis kanłi bissiƛin.","The wife became really really happy: ""Now his eyesight has been taken.""","Жена очень обрадовалась, теперь-то он лишился зрения мол."
2039,39,46,"Roƛƛ’o q’ˤanogon anƛ’ rik’inosi, hemedurtow riyrinč’ey rekan riqirno, dice reƛ ƛexunƛin xal bodinosi, sida quł rac’ace ƛexasi resun.","After two weeks had passed, he took the key away without letting her know in the same way, and took a look how much meat would remain, and he found that it would remain to eat for one day.","Прошло две недели, также тайком нашел ключи и когда посмотрел сколько, мол, осталось мяса, обнаружил, что мясо осталось кушать на один день."
2040,39,47,"Xedya mežay bitor zigara bizira baybik bodin.","The husband began to moan from his mattress.","Муж начал в постели стонать."
2041,39,48,"Barur riyx žaqˤuł xediw exuxosi yałrułi.","The wife knew that today the husband would die.","Жена знает, что муж сегодня умрет."
2042,39,49,"Neširu sasiłnosi aku-bizon rayrno žek’u aynosi, xedya esirno baruq, yeda ayru žek’u šebi yoł.","In the evening, when it got dark, a man came and brought construction tools, and the husband asked his wife: ""Who's that man that has come?","Вечером, когда стемнело, пришел человек с киркой-лопатой и муж спросил жены, кто это пришедший человек,"
2043,39,50,"ƛirbas ħurmat bodo, baru, dey tatu łiyxƛin.","Respect the guest, wife, my power is ending.""","жена, уважай гостя, я ослаб мол."
2044,39,51,"Etali pun bok’no neti yeda ɣut’xoƛin idu iłe taxƛ’o kecno ičäsi zown.","And the lover lay down to sleep on the sofa, just like at home, and waited for him to pass away.","А любовник, как (у себя) дома лег спать на тахте в ожидании его (мужа) смерти."
2045,39,52,"Łäħor tungi bic’a baru yäk’irun, xediya hečk’erno izin xizaɣorsi reƛis karu met’rin axay yoɣno, boboru qiqos ħuk’no ric’no, etixozoz haqa et’no.","Just when the wife went to the water to fill a jug, the husband got up, took the last piece of meat and filled a scoop with hot soup and poured it into the lover's mouth.","Когда жена пошла с кувшином за водой, муж встал, взял последний кусок мяса из кастрюли, набрал в черпак горячий бульон и налил в рот любовнику."
2046,39,53,"Q’ˤida yuyoƛ’or žan kurno, ħoyaƛ’aygon nesiƛ’or rutirno ƛoħon kurno, xediw nesä nesiz mežä ik’in kecno.","And the husband threw it down onto the floor and the pan off from the oven onto him, and went to sleep on his own mattress.","Бросил его на пол, с печи опрокинул кастрюлю на него, муж пошел и лег в своей постели."
2047,39,54,"Łäs tungin bic’no yayru bara qˤaƛu-quy rizirno ƛirbayä exun, šebi yedu t’oɣoyä roqnoƛin.","The wife that came back from filling the jug with water screamed: ""Is the guest dead?""","Пришла жена с кувшином, наполненным водой, и подняла шум-гам, гость что-ли умер, что здесь случилось мол."
2048,39,55,"Xediya eƛin, t’o didiwƛa sis, quy bizis, ozataw där bat’a roda šebintow riynč’uƛin.","The husband said: ""There was some kind of noise, I - being blind - cannot tell one thing from the other.""","Муж сказал, поднялся какой-то шум, я слепой не смог тут разобраться что к чему."
2049,39,56,"ʕUraw q’ʷariłiƛ’or yegin baru, howži šebitow rodanƛin.","The wife became very sad [and said]: ""What shall I do now?!""","Жена сильно опечалилась, что же теперь делать мол."
2050,39,57,"Ħalarno izin xedya eƛin, c’udani mamalays ħuli ozqo biħinäy, ozłer kanłi bayxƛin där teqäsi zows.","The husband got up to help and said: ""If one smears the red rooster's feather on the eye, the eyesight comes back... I've heard.""","Муж встал в поддержку и сказал, я слышал, если перо красного петуха прикоснется (слепой) глаз, то зрение восстанавливается мол."
2051,39,58,"Yik’in bara c’udani mamalays biƛ-oc’ino ħulin bayrno, xedya harihun ozzaqno biħin kanłi bayrno.","The wife went, brought eight to ten feathers from the red rooster and the husband slowly smeared them onto his eyes and brought back his eyesight.","Пошла жена, принесла девять-десять перьев красного петуха, муж медленно провел по глазам, и зрение восстановилось."
2052,39,59,"Xizyo nełaztow gugyoƛ’ etalin caƛin, xedyagon aku-bizon risno maqˤi ciqaɣorno ižin, baruqtow šudno rič’irno, elo teł etalin erno, deberno t’otow riguƛin baruzgon q’ˤimqo bizon bok’no, etaliz q’arq’alaƛ’orgon žan yoƛ’ˤurno.","Afterwards, the husband threw the lover over her back, took the construction tools and carried them far away into the forest; then he made his wife dig a grave, there they put the lover into it and [saying] ""This here's also good for you!"", hit his wife's head with a pick and let her fall onto her lover's body.","Затем на ее же спине посадил любовника, муж взял лопату-кирку, забрали далеко в лес, заставил жену копать могилу и положили туда любовника. Ударом киркой по голове жену еще повалил на тело любовника, мол, тебе тоже лучше здесь."
2053,39,60,"Q’ˤunƛ’orno ƛ’irir č’edon rayrno, žedun šušin, iduɣor xediwn nexno.","The husband put earth onto the two, burried them and came home.","Обоих засыпал землей (закопал), похоронил их и муж вернулся домой."
2054,39,61,"Sisgon barun yown, riynoxu žin paraxat ʕumru boyx č’agu yołƛax.","It's said that the ""sheikh"" married another wife and still leads a calm life now.","Взял еще одну жену, говорят, «шейх» до сих пор активен и спокойно живет."
2055,40,1,"Zewnoƛax oc’ino halmaɣ, ceyn, ɣʷˤadin, cek’eryon, elbon, onočun, mat’in, ʕomoyn, mešin, cek’in, ƛelin.","Once there were ten friends: An eagle, a crow, a sparrow, a pigeon, a hen, a duck, a donkey, a bull calf, goat kid and a lamb.","Были, говорят, девять друзей, орел, ворона, воробей, голубь, курица, утка, осел, теленок, козленок и ягненок."
2056,40,2,"Nazon žeda sidaƛ’orno rutin ixiw ɣˤutku rodin.","They all came together and built a big house.","Все они собрались и построили большой дом."
2057,40,3,"Žeduł teł cek’i ešunanu.","The goat kid was not among them.","С ним не участвовал козленок."
2058,40,4,"Xizyo žedu nasin Allahqo, qema regirƛin, harizi roqno.","Afterwards they all asked God: ""Let it rain!""","Потом они просили Аллаха, чтобы полил дождь."
2059,40,5,"Žedus harimoxor ixiw qeman, zigolun regirno.","And on their request, much rain and hail was sent.","По их мольбе пошел большой дождь с градом."
2060,40,6,"Cek’i guzqay guzqor k’oƛix boč’ik’xo bičäsi zewn.","The goat kid ran from rock to rock and felt cold.","Козленок бегал от одной скалы к другой и было ему холодно."
2061,40,7,"ʕOmoyqor cek’ä eƛin, din iduɣor begirƛin.","The goat kid said to the donkey: ""Let me into the home!""","Козленок сказал ослу, пусти меня домой мол."
2062,40,8,"Neł q’ʷariłiƛ’ cek’i bukaynosi, ʕomoyä eƛin, iħäy łäs yic’no muš yownäy, begiranƛin.","When the donkey saw the sad goat kid, he said: ""If you bring a pot filled with water from the river, I'll let you in.""","Видя тяжелое положение козленка, осел сказал, если с речки принесешь котелок, наполненный водой, то пропустим мол."
2063,40,9,"Elay bik’in cek’ä iħäy łäs yic’no mušno yown nexƛ’oräy, nełał xizay k’oƛin zey nexxo zown.","The goat kid went away from there, brought a pot filled with water from the river and when it came back, a bear was running behind it.","Оттуда козленок спустился к реке и когда шел с котелком, наполненным водой, за ним бежал медведь."
2064,40,10,"ʕOmoyqor cek’ä maqˤäytow qˤaƛin, were, were däł xizay k’oƛin zey nexxo ac yaɣˤo.","The goat kid shouted to the donkey from far away: ""Well, well, a bear is running behind me, open the door!""","Козленок издали же крикнул ослу, смотри, смотри, открой дверь, за мной бежит медведь мол."
2065,40,11,"Tełxor k’oƛin cek’i bok’äłrun, aceƛ zeys meč’no biqin.","As soon as the goat kid ran inside and escaped, the bear's neck got stuck in the door.","Козленок успел зайти вовнутрь и дверь захлопнула шею медведя."
2066,40,12,"Din begirƛin, rigu raq’ˤu esin zeyä.","""Let me in as well!"", the bear begged.","Запусти меня тоже мол, умолял медведь."
2067,40,13,"Rok’un rexun ʕomoyä zeyn iduɣor begirno.","The donkey felt sorry and let the bear into the home.","Осел пожалел и медведя тоже запустил домой."
2068,40,14,"Lelazaƛ’osi aɣbi girimozaƛ’or rizin, mešin, ƛelin ʕomoyn hisonä teł kecno, cek’in, zeyn sadaq baširyox kecäsi zewn.","The birds with wings got up on poles, the bull, the lamb and the donkey slept inside a trough, the goat kid and the bear were sleeping together at the fireplace.","Птицы, которые с крыльями, поднялись на жерди, теленок, ягненок и осел легли спать в ясли, а козленок с медведем спали возле печи."
2069,40,15,"Zamanaƛ’aza cek’ä weeni rizirno.","After a while, the goat kid emitted a bleat.","Через некоторое время козленок закричал."
2070,40,16,"Šew rax miƛin, esirno ʕomoyä zeyq.","""What are you doing?"", asked the donkey the bear.","Что ты делаешь мол, спросил осел медведя."
2071,40,17,"Ence eni-obiwz gedor mus-kus cek’qay rut’ixƛin, žawab teƛno zeyä.","""I ripped out a bit of wool from the goat kid for knitted boots for my parents."" answered the bear.","Немного для родительских гедо (традиционная шерстяная обувь дидойцев) вырываю шерсть у козленка мол, ответил медведь."
2072,40,18,"Žigoƛ’aygon mi cek’qo qˤaƛu rizirłi, ela mi bexura yołƛin, ʕomoyä eƛin.","If you make the goat kid shout again, we will kill you!"", said the donkey.","Если на этот раз ты заставишь закричать козленка, то мы тебя убьем мол, сказал осел."
2073,40,19,"Baq’ˤu mix bik’izaƛ’orgon hemedurtow weeƛirno zeyä cek’i.","After quite some time has passed, the bear caused the goat kid to bleat again.","Не прошло много времени, и козленок также закричал."
2074,40,20,"Šew mi žigon raxƛin, esirno žigon ʕomoyä.","""What are you doing again now?"", asked the donkey again.","Что ты еще делаешь мол, снова спросил осел."
2075,40,21,"Ence cek’qay mus-kus rut’ixƛin, qoqoƛin eƛin zeyä cek’i bac’atown xiwal boyn.","""I am ripping out a little wool from the goat kid"", the bear laughed and said, and then attempted to eat the goat kid.","Немного выдергиваю шерсть у козленка мол, насмехаясь, сказал медведь и начал съесть."
2076,40,22,"Elay cołizin roqno nasin halmaɣbi rizin zeyƛ’ c’oxno.","Then all the friends united, got up and pounced on the bear.","Вдруг сплотились все друзья и бросились на медведя."
2077,40,23,"Šebitowey meža där rodanƛin pikrun ban, zey qoqoƛix bičäsi zewn.","""What are you going to do to me anyway?"", thought the bear and waited laughing.","А медведь надсмехался, что же вы будете со мной делать мол."
2078,40,24,"Halmaɣzaz cołimoz q’uwatyo žek’no zeyes qoqoƛixtewn ruħ boɣno bexun.","The force of the friends' unity beated the bear, and he died laughing.","Сила единства друзей помогло побить медведя, и он умер также смеясь."
2079,41,1,"Esin šebi xecin šebi zownƛax zownanuƛax ya hawaƛ’ anusi, ya raƛ’moƛ’ anusi sidaɣ ħonƛ’o zirun ɣʷˤadin.","Once upon a time there was neither in the air nor on the land, [but] on some mountain a fox and a crow.","Что рассказать, что оставить, были, говорят, не были ни на воздухе, ни на земле на одной горе лиса и ворона."
2080,41,2,"Žeda esnaza biłe sadaq ʕumru bodix zown.","They were living together like brothers.","Они как братья жили вместе."
2081,41,3,"Sida sider sisini muhukin boƛi bok’xo zown.","They were even sharing every single grain among each other.","Даже одно зернышко они делили между собой."
2082,41,4,"Sida quł ziru čanaqanłiƛ’ bik’in.","One day the fox went hunting.","Однажды лиса пошла на охоту."
2083,41,5,"Ɣʷˤadi ɣunoƛ’ neła nełaz mežä kecno bičäsi zown.","The crow was sleeping in its own nest on a tree.","Ворона лежала на дереве в своей гнезде."
2084,41,6,"Bayn ziru elus ħon sis xecin, žek’us q’ˤano xecin, iħubin, ciqbin xecin sida keroqor bayn.","The fox passed our one mountain, another two, rivers and forests and came to a ravine.","Оставив позади нашу одну гору, две чужие, реки, леса пришла лиса к одному оврагу."
2085,41,7,"Eloza bezu-bˤoƛ’unosi, zirur boƛik’u bac’äsi ƛeles q’ulaʕi besun.","When he looked around there, he found the carcass of a half-eaten lamb.","Когда там посмотрел, лиса нашла наполовину съеденная туша ягненка."
2086,41,8,"Žan bižin ziru ɣʷˤadidäɣor bik’in.","And the fox carried it to the crow.","Взяла это и лиса пошла к вороне."
2087,41,9,"Hunix bik’iƛ’oräy, zira reƛiƛ’ sis haqu caƛinanu.","While going on his way, the fox didn't put his mouth on the meat.","По пути лиса совсем не трогала мясо."
2088,41,10,"Adäz ƛeles boƛik’uni q’ulaʕin erno, ziran, ɣʷˤadan q’ˤunän sadaqay rac’no.","Having put the lamb's half carcass down, the fox and the crow, they both ate together.","Поставили впереди пол туши ягненка, лиса и ворона оба ели вместе."
2089,41,11,"Hudayziko zira ɣʷˤadi rac’-xana šebin riqira begirno.","The next day the fox sent the crow to catch something for them to eat.","На следующий день лиса отправила ворону, чтобы найти кушать."
2090,41,12,"Hawaƛ’ k’oƛin bik’in ɣʷˤadi.","The crow flew.","Ворона полетела."
2091,41,13,"Hawaƛ’äy bezu-boƛ’ˤun, q’ˤida raƛ’moƛ’ baħnayn ħon-mˤalin xecin.","From the air it examined and went down on the land under it and left a pasture.","Посмотрела с воздуха, ходила по земле, оставив горы и холмы."
2092,41,14,"Siskintow šebin rac’a riqinč’izaƛ’, xizor butin nexƛ’oräy, hawaƛ’ay sidaɣ ħonƛ’o ɣʷˤader simildis muhu bukayn.","Because the crow didn't get anything to eat, it returned, and meanwhile it saw a maize grain on some mountain from the air.","Ничего не удалось найти кушать, и на обратном пути с воздуха на одной горе ворона увидела кукурузное зерно."
2093,41,15,"Howda boqłin bižan zirurƛin boržizi boqno ɣʷˤadi iduɣor nexƛ’oräy, nełał adäzar osiw ħon keze yoqno.","""Although it's just that, I'll carry it to the fox."", [said the crow and] while it was flying back home, a high mountain came towards it.","Хотя бы это возьму для лисы мол, ворона летела обратно домой и она натолкнулась на высокую гору."
2094,41,16,"Sodxor biziƛ’oräy, zirur bowxosi muhu ɣʷˤadqo biynč’ey bigiłno.","While getting over it, the crow accidentally swallowed the grain that it was bringing to the fox.","Когда набирала высоту, ворона случайно проглотила зерно, которое хотела привезти для лисы."
2095,41,17,"Baq’ˤu q’ʷarid boqno ɣʷˤadi howži, didurtow di ziruł adäzar bik’anƛin.","The crow became very sad, [thinking]: ""Now, how will I go before the fox?""","Ворона сильно огорчилась потом, как теперь я покажусь перед лисой мол."
2096,41,18,"Ɣʷˤadi baynosi, zira esirno, šebi roqä, riqiyä elur qˤišder rac’-xana šebinƛin.","When the crow came, the fox asked: ""What happened, did you get something for our dinner?""","Когда ворона прилетела, лиса спросила, что случилось, нашла ли что-нибудь на обед кушать для нас."
2097,41,19,"Q’ʷaridno boqno ɣʷˤadä eƛin, wallahi, šomon ħon xecin bik’is di, hudun šebintow riqinč’ey nexƛ’oräy, sidaɣ simildis muhu besun howdagon boqłin bižanƛin bowƛ’oräy, adäzar osiw ħonno keze yoqno soder biziƛ’oräy biynč’ey bigin bok’ełsi.","The crow became sad and said: ""By God, I passed so many mountains; nevertheless while I didn't get anything, I found a grain of maize somewhere and [thinking:] ""I will take it anyway!"", so while I carried it here anyway, I encountered a high mountain, and while flying higher, I accidentally swallowed and [thus] lost it.","Огорченная ворона сказала, ей богу, полетела, оставив (позади) несколько гор, но когда без ничего возвращался обратно, на одном месте нашла кукурузное зерно и несла, возьму хотя бы это. Вдруг натолкнулась на высокую гору, и когда поднималась высоко, случайно проглотила мол."
2098,41,20,"Hemedur din nexsiƛin.","And so I came here.""",???
2099,41,21,"Zira eƛin, nedur resunäy, hawaƛ’osi mi rutir, q’ˤidasi di rutiran.","The fox said: ""If that's the case, collect what's in the air and I will collect what's on the ground.","Лиса сказала, если так, ты собери то, что на воздухе, а наземные я соберу мол."
2100,41,22,"Yałi eluł boƛƛ’o ƛˤori biča yołƛin.","Or else there will be war between us!""","В противном случае между нами будет война мол."
2101,41,23,"Ɣʷˤadi q’ʷaridno boqno, hawaƛ’osi oz rutira bik’in.","The crow became sad and went to gather the airborne army.","Расстроенная ворона пошла собирать воздушное войско."
2102,41,24,"Zira koyä tupi yołäsi sis zaʕipaw uži iqirno.","The fox found a sickly boy with a rifle in his hand.","Лиса нашла одного хилого юношу с ружьем на руках."
2103,41,25,"Ɣʷˤadir sida ɣunoz ariƛ’ heqäsi cey bukayn.","The crow saw an eagle sitting on a branch of a tree.","Ворона на ветке одного дерева видела орла."
2104,41,26,"Zira iqäru žoyä ceyz tupi caƛinosi, igo yałru ariƛ’no c’oxno, cey k’ek’-bik’noanu.","The boy that the fox had found, shot the eagle with his rifle and hit a branch that was near, the eagle didn't move.","Юноша, найденный лисой, выстрелил в орла и попал в ближайшую ветку, а орел не вздрогнул даже с места."
2105,41,27,"K’ox äƛiru caƛin, hil dahaw ceyde igo yiłe č’aq’ˤinosi, nełaƛ’no k’ek’-bik’noanu.","He shot a second time, and when the bullet hit something near the eagle, it didn't move then either.","Второй раз выстрелил, пуля попала немного ближе к орлу, и тогда орел не вздрогнул с места."
2106,41,28,"Łox äƛiru žoyä karuni tupis hil ceyde pureł č’aq’ˤin.","The third time the rifle's bullet shot from the boy hit next to the eagle.","Когда третий раз выстрелил из ружья, пуля попала возле орла."
2107,41,29,"Nełaƛ’no cey zek’ beginanu.","And even then the eagle didn't get startled.","И тогда орел не содрогнулся."
2108,41,30,"Yedu šebi ʕažaibłiƛin, uži ceyde puħorno ik’in, žan bisno iduɣor ik’in.","""What a surprise is that!"", [said] the boy went next to the eagle and took him home.","Это что за чудо мол, юноша подошел к орлу и забрал его домой."
2109,41,31,"Ɣʷˤadin zirun žeda žedudäɣorno rik’in halmaɣłin rexurno.","The crow and the fox went to each other and ended their friendship.","Ворона и лиса пошли друг к другу и потеряли дружбу."
2110,41,32,"Iday maħorkin begirinč’ey, nesi užä ža cey łˤora becä kikin.","Not even letting it outside, that boy fed the eagle for three days.","Тот юноша в течение трех месяцев, не выпуская из дома на улицу, кормил того орла."
2111,41,33,"Xizyo cey maħorno boqno neła nełaz gugyoƛ’ ƛ’iri užin zowrno, boržizin boqno iħubin, ħonbin xecin bik’in raładyoƛ’ ƛ’irir bayn.","Afterwards, the eagle went outside, seated the boy on its own back, flew away past rivers and mountains and came to the sea.","Потом орел вылетел на улицу, посадил юношу на своей спине, летал через рек, гор и прилетел на море."
2112,41,34,"Osaxorno bizin ceyä wˤałer kurxo zown uži, nesiƛ’ay aderno bik’in roładyołer ayzaƛ’or iqirxo izirxo zown.","The eagle flew into the height and dropped the boy, flew down and before he [the boy] came to the sea, it catched him and lifted him up.","Орел поднимался высоко-высоко и опускал юношу вниз, спустившись к низу раньше него, и едва не доходя до моря, орел хватал его и поднимал."
2113,41,35,"Hemedur k’ox bizin cey soder hawaƛ’ay wˤałer uži kuranix.","So he got upward into the air a second time to throw the boy downward.","Вот так два раза поднимался орел высоко, чтобы бросить юношу с высоты вниз."
2114,41,36,"Łox äƛiza, užin iqirno ceyä yisiq esirno, ʕuƛ’xo zowäƛin.","On the third time, the eagle took up the boy and asked him: ""Were you afraid?""","Орел поймал его третий раз и спросил, страшно да мол."
2115,41,37,"Kutak ʕuƛ’xo zowsƛin, eƛin žoyä.","""I was extremely afraid."", said the boy.","Сильно страшно мол, сказал юноша."
2116,41,38,"Din hemedurtow bˤuƛ’xo zowsƛin, eƛin ceyä, mi däƛ’orno rutirno tupi caƛiƛ’oräy.","""And I was likewise afraid"", said the eagle, ""when you turned a rifle on me and shot.""","Я тоже также боялся, когда ты стрелял в меня мол, сказал орел."
2117,41,39,"Neł mixƛ’o ceyä žaqor eƛin, di dowqor yeɣe k’emot’ neƛan, ža mi dowz ɣˤutkoxor ayzaƛ’or yaɣˤinƛin.","At that time the eagle said to the boy: ""I will give you a small wooden case; don't you open it before you get to your house!""","Тогда орел сказал юноше, я тебе дам маленький комод, но ты его не открывай, пока не придешь к дому."
2118,41,40,"Ceyqor big bičiƛinno eƛin, neła näƛru sayɣatno bisno uži iduɣor ik’in.","The boy said ""Farewell!"" to the eagle, took the present given to him and went home.","Когда шел домой, по пути юноша закончил всю еду."
2119,41,41,"Iduɣor nexƛ’orey, hunix žaqay yoł-räsuru bišʷa łiynosi, rac’a šebinkinda t’o teł resʷanƛin k’emot’no yaɣˤin tełer ezunosi, ixiw ɣˤutku roqno.","While coming home, on the way the boy didn't find anything to eat anymore, and [saying] ""Maybe I'll find something to eat inside there."", he opened the wooden case and when he looked inside, it became a big house.","Подумал, что там внутри найдется пища, открыл комод, посмотрел во внутрь и вдруг образовался большой дом."
2120,41,42,"Dahawgon q’ʷarid oqno uži, yedu šebi däq roqä, šida di ceyq ʕenekizi oqinč’uƛin.","The boy became a little sad, [saying:] ""What happened to me; why didn't I listen to the eagle?""","Еще более огорчился юноша, что это я сделал, почему я не послушался орла мол."
