ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Russian_Translation,Part_of_Speech
49-8,dido1241,"Howži babiws wasi t’ubazi bodanƛin, yeda uži reti-rätiza ɣˤutkubi roda oqno, yałi meč’oxor q’aq’at’un kurno exʷanƛin.",howži\tbabiw-s\twasi\tt’ubazi\tb-odi-an-ƛin\tyeda\tuži\tr-eti-eti-za\tɣˤutku-bi\tr-odi-a\toq-n\tyałi\tmeč’-xor\tq’aq’at’u-n\tkur-n\texu-an-ƛin,now\tfather-GEN1\ttestament\tfulfill\tIII-do-FUT.DEF-QUOT\tDEM2.ISG\tboy\tIV-want-LCV\thouse-PL\tIV.PL-do-INF\tbegin-PFV.CVB\telse\tneck-AD.LAT\tnoose-TOP\tthrow-PFV.CVB\tdie-FUT.DEF-QUOT,"""Now I will fulfill my father's testament,"" the boy [thought and] began to build houses everywhere he wanted, ""or else I will put a noose around my neck and die.""",stan1293,,49,"Этот сын начал где попало строить дома, чтобы исполнить завещание отца, а то умру путем повешения мол.",adv	n1-nsuf	n3	comp	pref-v-vsuf-suf	pron	n1	pref-v-vsuf	n4-nsuf	pref-v-vsuf	v-vsuf	conj	n3-nsuf	n-suf	v-vsuf	v-vsuf-suf
49-9,dido1241,"Raq’ˤu ɣˤutkubin rodin, žedałxortow kinaw idu yałru maʕišatno bik’in łiyn.",r-aq’ˤu\tɣˤutku-bi-n\tr-odi-n\tžeda-łxor-tow\tkinaw\tidu\tyoł-ru\tmaʕišat-n\tb-ik’i-n\tłiy-n,IV.PL-many\thouse-PL-TOP\tIV.PL-do-PFV.CVB\tDEM1.IIPL.OBL-CONT.VERS-EMPH\tentire\thome\tbe-PST.PRT\tfortune-TOP\tIII-go-PFV.CVB\tend-PST.UNW,He built many houses and the entire fortune that was in his home went away through them.,stan1293,,49,Построил много домов и растратил туда все домашнее состояние.,pref-adj	n4-nsuf-suf	pref-v-vsuf	pron-nsuf-suf	adj	adv	v-vsuf	n3-suf	pref-v-vsuf	v-vsuf
49-10,dido1241,Yisiz idu lagiƛ baħa mužikin ƛexun zownanu.,yisi-z\tidu\tlaga-ƛ\tb-aħ-a\tmuži-kin\tƛexu-n\tzow-n-anu,DEM2.ISG.OBL-GEN2\thome\tbody-SUB.ESS\tIII-lay-INF\tmattress-even\tremain-PFV.CVB\tbe.NPRS-PFV.CVB-NEG,And at his home not even a mattress remained to be laid under his body.,stan1293,,49,"У него дома не осталось даже матрас, чтобы мог под себя стелить.",pron-nsuf	adv	n3-nsuf	pref-v-vsuf	n3-suf	v-vsuf	v-vsuf-vsuf
49-11,dido1241,"Babiya äƛiruq’aw, yexoriłxosi, k’ot’oniłxosi, aluk’a qˤaba yoqxosi, barun yiqinanu.",babi-a\teƛi-ru-q’aw\ty-exorił-xosi\tk’ot’onił-xosi\taluk’a\tqˤaba\ty-oq-xosi\tbaru-n\ty-iqi-n-anu,dad-ERG\tsay-PST.PRT-EQU2\tII-become.longer-PRS.PRT\tbecome.shorter-PRS.PRT\twhite\tblack\tII-become-PRS.PRT\twife-TOP\tII-get-PFV.CVB-NEG,"He didn't get a wife that was black and white and longer and shorter, as the father had said.",stan1293,,49,"Не нашел также, как сказал отец, жену, удлиняющуюся, укорачивающуюся и которая может стать белой и черной.",n3-nsuf	v-vsuf-nsuf	pref-v-vsuf	v-vsuf	adj	adj	pref-v-vsuf	n2-suf	pref-v-vsuf-vsuf
49-12,dido1241,"Howži yisi žoyä, t’ok’ow urɣel čučzi boda nesis igorsi žek’un oqinč’izaƛ’, yacʕalqo kinaw raqru šebinno esin, eƛin, yaqˤuł dey xizaɣorsi ɣudi yoł ƛexasi.",howži\tyisi\tuži-a\tt’ok’ow\turɣel\tčučzi\tb-odi-a\tnesi-s\tigo-r-si\tžek’u-n\toq-č’i-zaƛ’\tyacʕal-q\tkinaw\tr-oq-ru\tšebin-n\tesi-n\teƛi-n\tyaqˤuł\tdi-s\txizaɣor-si\tɣudi\tyoł\tƛexu-asi,now\tDEM2.ISG.OBL\tboy-ERG\tmore\tsorrow\tloosen\tIII-do-INF\tDEM1.ISG.OBL-GEN1\tnear-LAT-ATTR\tman-TOP\tbecome-NEG.FUT.CVB-CSL.CVB\tfemale.cousin-POSS.ESS\tentire\tIV-happen-PST.PRT\tthing-TOP\ttell-PFV.CVB\tsay-PST.UNW\ttoday\tme-GEN1\tfinally-ATTR\tday\tbe\tremain-RES.PRT,"Now that boy, because there was no close person to him to relieve his sorrow a bit more, he told his cousin everything that has happened and said: ""Today is my last day.",stan1293,,49,"Потом этот юноша все поведал кузине, так как не было другого более близкого человека, чтобы мог делиться горем, и сказал, сегодня остался мой последний день.",adv	pron	n1-nsuf	adv	n3	comp	pref-v-vsuf	pron-nsuf	adv-nsuf-suf	n1-suf	v-vsuf-vsuf	n2-nsuf	adj	pref-v-vsuf	n4-suf	v-vsuf	v-vsuf	adv	pron-nsuf	adv-suf	n4	v	v-vsuf
49-13,dido1241,"Babiws wasi t’ubazi boqinč’izaƛ’, nesä äƛirun rodin, meč’oxor q’aq’at’un kurno exʷa ayx diƛin.",babiw-s\twasi\tt’ubazi\tb-oq-č’i-zaƛ’\tnesi-a\teƛi-ru-n\tr-odi-n\tmeč’-xor\tq’aq’at’u-n\tkur-n\texu-a\tay-x\tdi-ƛin,father-GEN1\ttestament\tfulfill\tIII-become-NEG.FUT.CVB-CSL.CVB\tDEM1.ISG.OBL-ERG\tsay-PST.PRT-TOP\tIV-do-PFV.CVB\tneck-AD.LAT\tnoose-TOP\tthrow-PFV.CVB\tdie-INF\tmust-PRS\tme-QUOT,"Because my father's testament won't get fulfilled, I must do what he said, put a noose around my neck and die.""",stan1293,,49,"Я не смог исполнить завещание отца, поэтому как он сказал, я должен умереть, бросив петлю на шею.",n1-nsuf	n3	comp	pref-v-vsuf-vsuf	pron-nsuf	v-vsuf-suf	pref-v-vsuf	n3-nsuf	n-suf	v-vsuf	v-vsuf	v-vsuf	pron-suf
49-14,dido1241,"Xexłiƛ’ idurno yik’in, yiłä yedu xabar babiwq esinosi, nesä nesidäɣor esiws uži goƛ’a yedu yegirno.",xexłi-ƛ’\tidu-r-n\ty-ik’i-n\tyiła-a\tyedu\txabar\tbabiw-q\tesi-nosi\tnesi-a\tnesi-däɣor\tesiw-s\tuži\tgoƛ’i-a\tyedu\ty-egir-n,quickness-SUPER.ESS\thome-LAT-TOP\tII-go-PFV.CVB\tDEM2.IISG.OBL-ERG\tDEM2.IISG\tstory\tfather-POSS.ESS\ttell-ANT.CVB\tDEM1.ISG.OBL-ERG\tDEM1.ISG.OBL-APUD.VERS\tbrother-GEN1\tson\tinvite-INF\tDEM2.IISG\tII-let-PST.UNW,"She went home quickly, and when she told this story to her father, he let her invite his brother's son to himself.",stan1293,,49,"Быстро пошла домой, и когда отцу рассказала об этом разговоре, он послал ее пригласить племянника к себе.",n4-nsuf	adv-nsuf-suf	pref-v-vsuf	pron-nsuf	pron	n3	n1-nsuf	v-vsuf	pron-nsuf	pron-nsuf	n1-nsuf	n1	v-vsuf	pron	pref-v-vsuf
49-15,dido1241,"K’oƛin yedu yäk’iru, q’ˤuriƛ’orno izin meč’oxor q’aq’at’u kurxo esun.",k’oƛi-n\tyedu\ty-ik’i-ru\tq’ˤuri-ƛ’or-n\tizi-n\tmeč’-xor\tq’aq’at’u\tkur-x\tesu-n,run-PFV.CVB\tDEM2.IISG\tII-go-PST.PRT\tchair-SUPER.LAT-TOP\tget-PFV.CVB\tneck-AD.LAT\tnoose\tthrow-IPFV.CVB\texist-PST.UNW,She ran away and he had already gotten on a chair and thrown a noose around his neck.,stan1293,,49,"Она бегом пошла, а он уже поднялся на стул и собирался бросить петлю на шею.",v-vsuf	pron	pref-v-vsuf	n4-nsuf-suf	v-vsuf	n3-nsuf	n	v-vsuf	v-vsuf
49-16,dido1241,"Idur yayruntow yiła eƛin, xexłiƛ’ babiya mi goƛ’ixƛin.",idu-r\ty-ay-run-tow\tyiła-a\teƛi-n\txexłi-ƛ’\tbabi-a\tmi\tgoƛ’i-x-ƛin,home-LAT\tII-come-IMM.ANT.CVB-EMPH\tDEM2.IISG.OBL-ERG\tsay-PST.UNW\turgence-SUPER.ESS\tdad-ERG\tyou\tinvite-PRS-QUOT,"Right after she came [to his] home, she said: ""My father invites you urgently!""",stan1293,,49,"Зашла домой и сказал, срочно отец тебя вызывает мол.",adv-nsuf	pref-v-vsuf-suf	pron-nsuf	v-vsuf	n4-nsuf	n3-nsuf	pron	v-vsuf-suf
49-17,dido1241,Yaqˤuł iłe ɣuden goƛ’a ay nesiq di iduɣor.,yaqˤuł\tiłe\tɣude-n\tgoƛ’i-a\tay\tnesi-q\tdi\tidu-ɣor,today\tas\ttomorrow-TOP\tinvite-INF\tmust\tDEM1.ISG.OBL-POSS.ESS\tme\thome-IN.ALL,"""Tomorrow too, just as today, he must invite me to his home.",stan1293,,49,"Завтра тоже, как и сегодня, он должен будет меня пригласить домой.",adv	conj	adv-suf	v-vsuf	v	pron-nsuf	pron	adv-nsuf
49-18,dido1241,"Där exuntow riguƛin, žoyä eƛin.",di-r\texu-n-tow\tr-igu-ƛin\tuži-a\teƛi-n,me-LAT\tdie-PFV.CVB-EMPH\tIV-good-QUOT\tboy-ERG\tsay-PST.UNW,"I would rather die."", said the boy.",stan1293,,49,"Лучше мне умереть мол, сказал юноша.",pron-nsuf	v-vsuf-suf	pref-adj-suf	n1-nsuf	v-vsuf
49-19,dido1241,"Yigtow yedu ƛ’iri yutinosi, wacʕal žedzoxaɣor ik’a muk’ur oqno.",y-ig-tow\tyedu\tƛ’iri\ty-uti-nosi\twacʕal\tžedu-zo-xaɣor\tik’i-a\tmuk’ur\toq-n,II-much-EMPH\tDEM2.IISG\tabove\tII-turn-ANT.CVB\tmale.cousin\tDEM1.IPL.OBL-ATTR.OBL-AD.VERS\tgo-INF\tagree\tbecome-PST.UNW,"When she insisted very much, the cousin agreed to go to their [place].",stan1293,,49,"Когда она настаивала, кузен согласился пойти к ним.",pref-adv-suf	pron	adv	pref-v-vsuf	n1	pron-suf-nsuf	v-vsuf	comp	v-vsuf
49-20,dido1241,"Idur ža aynosi, šida mi meč’oxor akan begirno exux zowäƛin, babiwz esiya esirnosi, nesä eƛin, där babiya bodäsi wasi zows keze raqza ɣˤutkubi rodoƛin...",idu-r\tža\tay-nosi\tšida\tmi\tmeč’-xor\taka-n\tb-egir-n\texu-x\tzow-a-ƛin\tbabiw-z\tesyu-a\tesir-nosi\tnesi-a\teƛi-n\tdi-r\tbabi-a\tb-odi-asi\twasi\tzow-s\tkeze\tr-oq-za\tɣˤutku-bi\tr-odi-o-ƛin,home-LAT\tDEM1.SG\tcome-ANT.CVB\twhy\tyou\tneck-AD.LAT\thook-TOP\tIII-let-PFV.CVB\tdie-IPFV.CVB\tbe.NPRS-PST.WIT.INT-QUOT\tfather-GEN2\tbrother-ERG\task-ANT.CVB\tDEM1.ISG.OBL-ERG\tsay-PST.UNW\tme-LAT\tdad-ERG\tIII-do-RES.PRT\ttestament\tbe.NPRS-PST.WIT\tmeet\tIV-become-LCV\thouse-PL\tIV.PL-do-IMPR-QUOT,"When he came home and his uncle asked: ""Why have you been dying, having a noose around your neck?"", he answered: ""My father stated in his testament, that I have to make houses where I get to...""",stan1293,,49,"Пришел домой и когда дядя спросил его, почему ты умирал, бросая петлю на шею мол, он начал рассказать, отец мне завещал построй где тебе угодно дома…",adv-nsuf	pron	v-vsuf	pron	pron	n3-nsuf	n3-suf	pref-v-vsuf	v-vsuf	v-vsuf-suf	n1-nsuf	n1-nsuf	v-vsuf	pron-nsuf	v-vsuf	pron-nsuf	n3-nsuf	pref-v-vsuf	n3	v-vsuf	comp	pref-v-vsuf	n4-nsuf	pref-v-vsuf-suf
49-21,dido1241,"Esiƛ’ nesiq xabarno xecirno elo yoƛor k’oƛin kidbä eƛin, neł rožes maʕna deber meq’ bič’zi boqno.",esi-ƛ’\tnesi-q\txabar-n\txeci-r-n\telo\ty-oƛƛo-r\tk’oƛi-n\tkid-a\teƛi-n\tneła\troži-s\tmaʕna\tmi-r\tmeq’\tbič’zi\tb-oq-n,tell-PCT.CVB\tDEM1.ISG.OBL-POSS.ESS\tstory-TOP\tleave-CAUS-PFV.CVB\tthere\tII-middle-LAT\trun-PFV.CVB\tgirl-ERG\tsay-PST.UNW\tDEM1.IISG.OBL\tword-GEN1\tsense\tyou-LAT\tincorrectly\tunderstand\tIII-become-PST.UNW,"""Let him cease the story while he's talking!"", the girl ran into the middle of there and said: ""You misunderstood the sense of these words.",stan1293,,49,"Не дала ему договорить до конца и девушка сказала, ты неправильно понял смысл этих слов.",v-vsuf	pron-nsuf	n3-suf	v-vsuf-vsuf	adv	pref-adv-nsuf	v-vsuf	n2-nsuf	v-vsuf	pron	n4-nsuf	n3	pron-nsuf	adv	comp	pref-v-vsuf
49-22,dido1241,"Nełas maʕna yoł, keze aqza ƛirbałi rodoƛin.",neła-s\tmaʕna\tyoł\tkeze\toq-za\tƛirbałi\tr-odi-o-ƛin,DEM1.IISG.OBL-GEN1\tsense\tbe\tmeet\tbecome-LCV\thospitality\tIV-do-IMPR-QUOT,"The sense of his words was: 'Be a guest whereever you go to!'""",stan1293,,49,"Это означает, что в любом селе должен быть гость (кунак).",pron-nsuf	n3	v	comp	v-vsuf	n4	pref-v-vsuf-suf
49-23,dido1241,"Sisgon däqor babiya eƛin zowsƛin, esin žoyä, yexoriłxosin, k’ot’oniłxosin, qˤaba, aluk’a yoqxosin gurow baru yawnoƛin.",sis-gon\tdi-qor\tbabi-a\teƛi-n\tzow-s-ƛin\tesi-n\tuži-a\ty-exorił-xosi-n\tk’ot’onił-xosi-n\tqˤaba\taluk’a\ty-oq-xosi-n\tgurow\tbaru\ty-ow-n-ƛin,one-CNTR\tme-POSS.LAT\tdad-ERG\tsay-PFV.CVB\tbe.NPRS-PST.WIT-QUOT\ttell-PST.UNW\tboy-ERG\tII-become.longer-PRS.PRT-TOP\tbecome.shorter-PRS.PRT-and\tblack\twhite\tII-become-PRS.PRT-and\texcept\twife\tII-marry-PROHIB-QUOT,"""My father said another thing to me:"", told the boy, ""Don't marry a wife unless she's becoming longer and shorter and is black and white.""",stan1293,,49,"Еще отец мне сказал, поведал юноша, возьми себе только жену, удлиняющуюся, укорачивающуюся и которая может стать белой и черной.",num-suf	pron-nsuf	n3-nsuf	v-vsuf	v-vsuf-suf	v-vsuf	n1-nsuf	pref-v-vsuf-suf	v-vsuf-suf	adj	adj	pref-v-vsuf-suf	post	n2	pref-v-vsuf-suf
49-24,dido1241,"Yet’un k’oƛin kidbä eƛin, ža šebin t’ubazi rodanix di ƛ’iri risxoƛin.",y-et’u-n\tk’oƛi-n\tkid-a\teƛi-n\tža\tšebin\tt’ubazi\tr-odi-ani-x\tdi\tƛ’iri\tr-is-x-ƛin,II-jump-PFV.CVB\trun-PFV.CVB\tgirl-ERG\tsay-PST.UNW\tDEM1.SG\tthing\tfulfill\tIV-do-MSD-AD.ESS\tme\tabove\tIV-take-PRS-QUOT,"The girl jumped up, ran and said: ""I am taking over in order to fulfill this thing.""",stan1293,,49,"Выскочила девушка и сказала, я беру на себя привести в исполнение это мол.",pref-v-vsuf	v-vsuf	n2-nsuf	v-vsuf	pron	n4	comp	pref-v-deriv-nsuf	pron	adv	pref-v-vsuf-suf
49-25,dido1241,Howži uži ozzał ogun.,howži\tuži\tozuri-bi-ł\togu-n,now\tboy\teye-PL-CONT.ESS\tgape-PST.UNW,Now the boy was making big eyes.,stan1293,,49,Теперь юноша расширил глаза.,adv	n1	n4-nsuf-nsuf	v-vsuf
49-26,dido1241,"Nedur resunäy k’ot’oniłƛin žoyä eƛinosi, ele k’ot’oniłinč’aƛin kid k’omo yiłen yoqno q’ˤida yičin.",nedur\tr-esu-näy\tk’ot’onił-ƛin\tuži-a\teƛi-nosi\tele\tk’ot’onił-č’u-a-ƛin\tkid\tk’omo\ty-iłe-n\ty-oq-n\tq’ˤida\ty-iči-n,so\tIV-exist-CND.CVB\tbecome.shorter-QUOT\tboy-ERG\tsay-ANT.CVB\there\tbecome.shorter-NEG.PST.WIT-Q-QUOT\tgirl\tball\tII-as-TOP\tII-become-PFV.CVB\tdown\tII-sit-PST.UNW,"When the boy said: ""If that's the case, get shorter!"", the girl said: ""Here, am I not getting shorter?"", sat down and became like a ball.",stan1293,,49,"Юноша сказал, в таком случае укорачивайся, девушка превратилась в клубок и села, вот укоротилась мол.",adv	pref-v-vsuf	v-suf	n1-nsuf	v-vsuf	adv	v-vsuf-suf-suf	n2	n2	pref-conj-suf	pref-v-vsuf	adv	pref-v-vsuf
49-27,dido1241,"Yexoriłƛin eƛinosigon, ele yexoriłinč’aƛin hečk’erno yizin.",y-exorił-ƛin\teƛi-nosi-gon\tele\ty-exorił-č’u-a-ƛin\thečk’er-n\ty-izi-n,II-become.longer-QUOT\tsay-ANT.CVB-CNTR\there\tII-become.longer-NEG.PST.WIT-Q-QUOT\tupright-TOP\tII-get.up-PST.UNW,"And when he said ""Get longer!"", she said ""Here, am I not getting longer?"" and got up upright again.",stan1293,,49,,pref-v-suf	v-vsuf-suf	adv	pref-v-vsuf-suf-suf	adv-suf	pref-v-vsuf
49-28,dido1241,"Qˤaba yoqƛin žoyä eƛinosi, kidbä adäzar kočori bayrno, aluk’a yoqƛingon eƛinosi, adäzay kočori butirno xizor kurno, ele yoqsiƛin.",qˤaba\ty-oq-ƛin\tuži-a\teƛi-nosi\tkid-a\tadäz-ar\tkočori\tb-ayr-n\taluk’a\ty-oq-ƛin-gon\teƛi-nosi\tad-azay\tkočori\tb-utir-n\txizor\tkur-n\tele\ty-oq-s-ƛin,black\tII-become-QUOT\tboy-ERG\tsay-ANT.CVB\tgirl-ERG\tahead-IN.LAT\tforelock\tIII-bring-PFV.CVB\twhite\tII-become-QUOT-CNTR\tsay-ANT.CVB\tin.front-IN.ABL.DIST\tforelock\tI.PL-turn-PFV.CVB\tback\tthrow-PFV.CVB\there\tII-become-PST.WIT-QUOT,"When the boy said: ""Get black!"", the girl brought her hair ahead, and when he said: ""Get white!"", he turned her hair away from the front and threw it on her back[, saying]: ""Here, I got.""",stan1293,,49,"Он сказал, удлиняйся, она встала, вот же удлинялась мол. Юноша сказал, становись черной мол, она накрыла себя волосами, а когда сказал, становись белой мол, она убрала волосы, вот же стала мол.",adj	pref-v-suf	n1-nsuf	v-vsuf	n2-nsuf	adv-nsuf	n3	pref-v-vsuf	adj	pref-v-suf-suf	v-vsuf	adv-nsuf	n3	pref-v-vsuf	adv	v-vsuf	adv	pref-v-vsuf-suf
49-29,dido1241,"Nedur resunäy, mi därsitow ɣˤanabiwa zownƛin, howlotow babiwn nełas yałzay, maharno erno daramno boyn, nesi žoyä yacʕaltow yowx.",nedur\tr-esu-näy\tmi\tdi-r-si-tow\tɣˤanabi-a\tzow-n-ƛin\thowlo-tow\tbabiw-n\tneła-s\tyoł-zay\tmahar-n\ter-n\tdaram-n\tb-odi-n\tnesi\tuži-a\tyacʕal-tow\ty-ow-x,so\tIV-exist-CND.CVB\tyou\tme-LAT-ATTR-EMPH\twoman-Q\tbe.NPRS-PST.UNW-QUOT\tthere-EMPH\tfather-TOP\tDEM1.IISG.OBL-GEN1\tbe-SIM.CVB\twedding-TOP\tput-PFV.CVB\ttrade-TOP\tIII-do-PFV.CVB\tDEM1.ISG.OBL\tboy-ERG\tfemale.cousin-EMPH\tII-marry-PRS,"""If that's the case, aren't you a woman exactly for me?"", and while the father was hers(?) there, they organized a wedding, traded and that boy married his cousin.",stan1293,,49,"Тогда ты женщина, которая подходит мне мол, там же при его отце совершили обряд бракосочетания, и юноша женился на своей кузине.",adv	pref-v-vsuf	pron	pron-nsuf-suf-suf	n2-suf	v-vsuf-suf	adv-suf	n1-suf	pron-nsuf	v-vsuf	n4-suf	v-vsuf	n3-suf	pref-v-vsuf	pron	n1-nsuf	n2-suf	pref-v-vsuf
49-30,dido1241,"Sadaq bik’in idur baynosigon, howła ƛexeƛ bok’ali kiciresgon sis maʕna bäsuƛin, bara rok’uƛ’ esurno ža.",sadaq\tb-ik’i-n\tidu-r\tb-ay-nosi-gon\thowła\tƛex-ƛ\tb-ok’-ali\tkici-s-gon\tsis\tmaʕna\tb-esu-ƛin\tbaru-a\trok’u-ƛ’\tesur-n\tža,together\tI.PL-go-PFV.CVB\thome-LAT\tI.PL-come-ANT.CVB-CNTR\tDEM3.IISG.OBL\tceiling-SUB.ESS\tIII-hit-ATTR\thook-GEN1-CNTR\tone\tsense\tIII-exist-QUOT\twife-ERG\theart-SUPER.ESS\tfind-PFV.CVB\tDEM1.SG,"When they went home together, his wife reminded him: ""There might be a sense to this hook under the ceiling.""",stan1293,,49,"Вместе пошли домой, и жена напомнила ему, наверное, кольцо на потолке что-то означает мол.",adv	pref-v-vsuf	adv-nsuf	pref-v-vsuf-suf	pron	n-nsuf	pref-v-vsuf	n3-nsuf-suf	num	n3	pref-v-suf	n2-nsuf	n4-nsuf	v-vsuf	pron
49-31,dido1241,"Q’ˤuriƛ’orno izin, ročyos kač’un boyn kicirqo ročno ricin exoriłanƛin yeda zawrułer, acno yaɣˤiłno yik’in elo tełäzay ukru-micxirno bešno, babiya užirƛin eqerno zawruni ħažataw-q’ʷarʕaraw šebinno rešno.",q’ˤuri-ƛ’or-n\tizi-n\troč-s\tkač’u-n\tb-odi-n\tkici-q\troč-n\tr-ici-n\texorił-an-ƛin\tyeda\tzow-ru-łer\tac-n\ty-ˤaɣˤi-ł-n\ty-ik’i-n\telo\tteł-azay\tukru-micxir-n\tb-eš-n\tbabi-a\tuži-r-ƛin\teqer-n\tzow-ru-ni\tħažataw-q’ʷarʕaraw\tšebin-n\tr-eš-n,chair-SUPER.LAT-TOP\tget.up-PFV.CVB\trope-GEN1\tloop-TOP\tIII-do-PFV.CVB\thook-POSS.ESS\trope-TOP\tIV-tie-PFV.CVB\thang-FUT.CVB-QUOT\tDEM2.ISG\tbe.NPRS-PST.PRT-CONT.LAT\tdoor-TOP\tII-open-POT-PFV.CVB\tII-go-PFV.CVB\tthere\tinside-IN.ABL.DIST\tgold.and.silver-and\tIII-fall-PFV.CVB\tdad-ERG\tson-LAT-QUOT\tput-PFV.CVB\tbe.NPRS-PST.PRT-DEF\tnecessary\tthing-and\tIV-fall-PST.UNW,"He got up on a chair, made a loop, tied the rope to the hook, and when he tried to hang himself, a door opened and from inside there, gold and silver fell down, and the necessary things that were put there by the father for his son.",stan1293,,49,"Поднялся на стул, завязал петлю, зацепил веревку за кольцо и когда пытался висеть, вдруг открылась дверь, оттуда вывалились драгоценности и другие необходимые вещи, которые отец хоронил для сына.",n4-nsuf-suf	v-vsuf	n4-nsuf	n4-suf	pref-v-vsuf	n3-nsuf	n4-suf	pref-v-vsuf	v-vsuf-suf	pron	v-vsuf-nsuf	n2-suf	pref-v-vsuf-vsuf	pref-v-vsuf	adv	adv-nsuf	n3-suf	pref-v-vsuf	n3-nsuf	n1-nsuf-suf	v-vsuf	v-vsuf-suf	adj	n4-suf	pref-v-vsuf
49-32,dido1241,"Howži yedu micxir łar biča bayƛin bara esirnosi, yisä där biča bayƛin eƛin.",howži\tyedu\tmicxir\tła-r\tb-iči-a\tb-ay-ƛin\tbaru-a\tesir-nosi\tyisi-a\tdi-r\tb-iči-a\tb-ay-ƛin\teƛi-n,now\tDEM2.IISG\tmoney\twho.OBL-LAT\tIII-be-INF\tIII-must-QUOT\twife-ERG\task-ANT.CVB\tDEM2.ISG.OBL-ERG\tme-LAT\tIII-be-INF\tIII-must-QUOT\tsay-PST.UNW,"When the wife asked, ""For whom is that money now?"", he said: ""It must be for me.""",stan1293,,49,"Теперь эти деньги кому должны принадлежать мол, спросила жена, и он ответил, что должны принадлежать мне мол.",adv	pron	n3	pron-nsuf	pref-v-vsuf	pref-v-suf	n2-nsuf	v-vsuf	pron-nsuf	pron-nsuf	pref-v-vsuf	pref-v-suf	v-vsuf
49-33,dido1241,"Nedur resunäyƛin, eƛin bara, t’ay deber di uyno ɣˤurušno neƛan, nełaƛ ʕaq’lu bisanix mi pulanaw žek’uder sida ʕaƛar ik’iƛin.",nedur\tr-esu-näy-ƛin\teƛi-n\tbaru-a\tt’ay\tmi-r\tdi\tuyno\tɣˤuruš-n\tneƛ-an\tneła-ƛ\tʕaq’lu\tb-is-ani-x\tmi\tpulanaw\tžek’u-der\tsida\tʕaƛ-ar\tik’i-ƛin,so\tIV-exist-CND.CVB-QUOT\tsay-PFV.CVB\twife-ERG\tfrom.here\tyou-LAT\tme\tfour\truble-TOP\tgive-FUT.DEF\tDEM1.IISG.OBL-SUB.ESS\tadvice\tIII-take-MSD-AD.ESS\tyou\ta.certain\tman-APUD.LAT\tone.OBL\tvillage-IN.LAT\tgo-QUOT,"""If that's the case,"" said his wife, ""I will give you four rubles from here; go to a village to a certain man in order to buy an advice with it.""",stan1293,,49,"В таком случае, сказала жена, я тебе дам отсюда четыре рубля и ты должен пойти к некоторому человеку, чтобы взять у него совет.",adv	pref-v-vsuf-suf	v-vsuf	n2-nsuf	adv	pron-nsuf	pron	num	n2-suf	v-vsuf	pron-nsuf	n3	pref-v-deriv-nsuf	pron	adj	n1-nsuf	num	n3-nsuf	v-suf
49-34,dido1241,"Uyno ɣˤurušno yisno, xediw hunix oqno.",uyno\tɣˤuruš-n\ty-is-n\txediw\thuni-x\toq-n,four\truble-TOP\tII-take-PFV.CVB\thusband\tway-AD.ESS\tbecome-PST.UNW,The husband took the four rubles and went on his way.,stan1293,,49,Взял четыре рубля и муж вышел на дорогу.,num	n2-suf	pref-v-vsuf	n1	n4-nsuf	v-vsuf
49-35,dido1241,Ža ik’a ayxosi ʕaƛ ʕuraw maqˤi zown.,ža\tik’i-a\tay-xosi\tʕaƛ\tʕuraw\tmaqˤi\tzow-n,DEM1.SG\tgo-INF\tmust-PRS.PRT\tvillage\tvery\tfar.away\tbe.NPRS-PST.UNW,"The village where he had to go, was very far away.",stan1293,,49,"Село, куда он должен был идти, находилось далеко.",pron	v-vsuf	v-vsuf	n3	adv	adv	v-vsuf
49-36,dido1241,"Xediw adäzay ok’äłrun, bara kušin ža ɣˤutku rosyoƛ’orno rayrno, ec’no ɣˤutku rodanix bašla bodin ustarbin begirno.",xediw\tad-azay\tok’eł-run\tbaru-a\tkuši-n\tža\tɣˤutku\tros-ƛ’or-n\tr-ayr-n\tec’no\tɣˤutku\tr-odi-ani-x\tbašla\tb-odi-n\tustar-bi-n\tb-egir-n,husband\tin.front-IN.ABL.DIST\tgo.away-IMM.ANT.CVB\twife-ERG\tdemolish-PFV.CVB\tDEM1.SG\thouse\tbase-SUPER.LAT-TOP\tIV-bring-PFV.CVB\tnew\thouse\tIV-do-MSD-AD.ESS\tbegin\tIII-do-PFV.CVB\texpert-PL-TOP\tIII-let-PST.UNW,"When her husband had gone away from her, the wife demolished that house and brought it down to the base, and she let the experts begin to build a new house.",stan1293,,49,"Как муж исчез с глаз, жена разобрала дом до фундамента и пустила строителей, чтобы строить новый дом.",n1	adv-nsuf	v-vsuf	n2-nsuf	v-vsuf	pron	n4	n3-nsuf-suf	pref-v-vsuf	adj	n4	pref-v-deriv-nsuf	comp	pref-v-vsuf	n1-nsuf-suf	pref-v-vsuf
